"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx"
170573,"6061","low","high",475,425,"no","Argon-Industries","no",5,2.01620351344571
170574,"6061","high","low",550,300,"uncertain","MasterAlloys","no",2,1.74433151900971
170575,"7055","high","high",600,400,"yes","L27","yes",1,2.09032546737321
170576,"2024-X","med","high",575,350,"no","Argon-Industries","no",4,2.00576148085548
170577,"7075-T6","high","high",425,450,"yes","L27","no",5,1.79880994134551
170578,"5052","high","med",475,425,"no","Argon-Industries","no",2,1.90815770954277
170579,"2224","low","low",450,400,"uncertain","L27","no",2,1.881240481957
170580,"5052","high","med",525,400,"no","Argon-Industries","no",5,1.96394150582919
170581,"2024-X","high","low",525,400,"no","Argon-Industries","no",2,2.22273500746717
170582,"7055","med","low",500,425,"no","Argon-Industries","no",4,1.74076354898726
170583,"2024-T3","high","high",500,500,"no","Argon-Industries","no",2,1.88387429503952
170584,"7075-T6","med","low",400,350,"no","Argon-Industries","no",4,1.48886584605688
170585,"7075-T6","high","low",500,300,"no","Argon-Industries","no",5,2.05813491634679
170586,"7075-T6","med","high",450,325,"no","Argon-Industries","no",4,2.02458365372536
170587,"7075-T6","high","low",575,400,"no","Argon-Industries","no",5,2.00400814988264
170588,"7055","med","low",400,475,"uncertain","Argon-Industries","no",5,1.93728948601621
170589,"7068","low","med",550,375,"no","Argon-Industries","no",5,1.9856766850506
170590,"7075-T6","high","low",400,425,"no","Argon-Industries","no",5,1.97487174367514
170591,"2224","low","low",400,375,"uncertain","L27","no",4,1.84446625093432
170592,"2224","low","low",425,500,"no","Argon-Industries","no",1,1.92740816944659
170593,"7475","med","med",575,300,"no","L27","no",2,1.83805002007095
170594,"2024-X","high","low",400,300,"no","Argon-Industries","no",2,2.12283362361578
170595,"2324","low","low",525,350,"no","Argon-Industries","no",5,2.00782420945556
170596,"2024-T3","med","med",525,500,"yes","L27","no",5,1.86348862527902
170597,"6061","high","low",500,450,"no","Argon-Industries","no",5,2.05807323871376
170598,"5052","low","med",575,375,"no","MasterAlloys","no",5,1.83548853522594
170599,"6061","med","high",425,300,"no","L27","yes",5,2.11433823386813
170600,"7075-T6","low","high",475,475,"no","Argon-Industries","no",4,2.111829527254
170601,"2024-X","high","high",600,300,"uncertain","Argon-Industries","yes",2,1.92230608486477
170602,"7055","med","high",525,375,"no","MasterAlloys","no",2,1.98286357133782
170603,"5052","high","med",600,350,"no","Argon-Industries","no",2,1.84263677519923
170604,"2324","high","low",550,300,"no","Argon-Industries","no",5,1.70466335133024
170605,"6063","low","low",475,450,"no","Argon-Industries","no",5,1.94758721148378
170606,"7068","low","low",550,325,"no","Argon-Industries","no",2,2.13563753133366
170607,"7055","high","low",525,400,"no","Argon-Industries","no",5,2.08007060142163
170608,"2024-X","med","low",600,450,"no","L27","no",2,2.2418365445886
170609,"6063","high","med",425,400,"no","Argon-Industries","no",5,1.81590853129404
170610,"2024-T3","med","low",450,425,"no","Argon-Industries","no",2,1.72247940629267
170611,"6061","med","high",525,500,"no","Argon-Industries","no",2,1.87465390623553
170612,"7068","high","low",575,425,"no","Argon-Industries","no",2,2.14159651508946
170613,"7075-T6","low","low",425,425,"no","Argon-Industries","no",2,2.18513751880269
170614,"6061","low","high",425,450,"no","L27","no",5,1.79933313440373
170615,"6063","low","high",450,425,"no","MasterAlloys","no",5,1.78731808389751
170616,"6061","low","low",400,500,"no","Argon-Industries","no",1,1.82858543751285
170617,"2024-X","high","low",550,500,"no","MasterAlloys","no",2,2.08763868887196
170618,"7055","low","high",450,300,"no","Argon-Industries","no",5,2.07417625100449
170619,"5052","high","low",525,450,"no","Argon-Industries","no",5,1.98866298546365
170620,"5052","med","low",500,475,"uncertain","Argon-Industries","no",2,1.94229301623008
170621,"2024-T3","high","high",575,325,"yes","Argon-Industries","no",2,2.10490332100482
170622,"2224","low","low",425,325,"uncertain","L27","no",3,2.16728547799463
170623,"6063","high","low",500,425,"yes","Argon-Industries","no",1,2.10975648431835
170624,"6063","med","med",525,425,"uncertain","L27","no",2,1.97510393366609
170625,"2224","med","high",400,375,"no","Argon-Industries","no",2,1.87119175293613
170626,"7068","high","low",600,300,"no","L27","no",2,2.09899911734233
170627,"2224","high","low",475,325,"no","Argon-Industries","no",2,2.03085257712879
170628,"2024-X","low","med",475,500,"yes","L27","no",2,1.85817090426202
170629,"5052","low","med",400,475,"no","L27","no",5,2.10707920829071
170630,"7475","high","med",600,300,"no","MasterAlloys","no",4,1.95470740276357
170631,"2324","high","low",550,500,"no","MasterAlloys","no",5,2.07784102009217
170632,"5052","med","low",475,375,"no","Argon-Industries","no",2,1.94832187409225
170633,"7055","high","high",425,300,"yes","Argon-Industries","no",2,2.02552647951512
170634,"5052","high","med",400,425,"no","Argon-Industries","no",5,1.79764746058872
170635,"7075-T6","med","med",600,475,"no","Argon-Industries","no",2,1.84442067244359
170636,"2024-T3","med","low",475,475,"no","Argon-Industries","no",2,2.06142946037714
170637,"6063","med","high",450,325,"no","Argon-Industries","no",4,2.12778145292304
170638,"7475","high","high",550,450,"no","MasterAlloys","no",2,2.12490635829087
170639,"2024-X","high","med",450,325,"no","L27","no",5,2.09714684595641
170640,"7475","low","med",550,375,"no","L27","no",2,1.8974098435408
170641,"2024-X","med","low",425,475,"no","L27","no",4,1.88062747728178
170642,"7075-T6","high","low",400,450,"uncertain","L27","no",2,1.95508312198184
170643,"6061","high","med",475,450,"no","L27","no",1,2.15623963298167
170644,"5052","low","high",425,300,"no","MasterAlloys","no",4,2.12384850577854
170645,"7475","med","high",525,300,"no","MasterAlloys","no",5,1.92915076531516
170646,"2324","high","low",425,300,"no","L27","no",4,2.03908553777247
170647,"6063","low","high",550,475,"no","MasterAlloys","no",5,1.99785734746205
170648,"6061","high","low",525,475,"no","L27","no",5,2.06856785600852
170649,"2024-T3","high","med",475,450,"no","L27","no",2,2.00798190234727
170650,"7055","high","med",500,475,"no","Argon-Industries","no",2,2.12980592346647
170651,"2324","low","low",550,425,"uncertain","Argon-Industries","no",5,2.0978629695311
170652,"7075-T6","high","med",475,325,"uncertain","MasterAlloys","yes",2,1.97387615831462
170653,"7068","low","low",400,400,"no","Argon-Industries","no",4,1.99820016227077
170654,"2024-T3","high","low",600,400,"yes","L27","no",2,1.72805680478076
170655,"2324","low","low",550,400,"no","L27","no",2,2.19711342998708
170656,"2024-T3","high","low",500,325,"no","MasterAlloys","no",5,2.0687629019529
170657,"2324","med","high",575,325,"no","Argon-Industries","no",4,2.1071608779048
170658,"7068","high","low",525,300,"yes","Argon-Industries","no",5,1.99266045713148
170659,"2324","low","med",475,450,"yes","Argon-Industries","no",2,1.89594067556074
170660,"2224","high","med",575,500,"no","Argon-Industries","no",2,1.79834220490342
170661,"5052","high","low",400,300,"yes","MasterAlloys","no",2,2.03964262447401
170662,"7055","low","high",425,450,"no","Argon-Industries","no",5,2.05952907047998
170663,"2024-X","low","low",500,350,"no","L27","no",5,1.96320727633522
170664,"6063","low","high",475,475,"uncertain","L27","no",2,1.94226997703648
170665,"7055","low","low",450,375,"no","MasterAlloys","no",2,1.71735063065017
170666,"7075-T6","high","low",425,300,"no","Argon-Industries","no",2,2.06527647082222
170667,"5052","med","high",400,350,"no","Argon-Industries","no",4,1.9832747728954
170668,"6063","high","high",500,350,"no","L27","no",2,2.05379606465539
170669,"7055","med","high",400,475,"no","Argon-Industries","no",2,1.97900319798483
170670,"6061","high","low",475,325,"no","Argon-Industries","no",2,2.08493380963697
170671,"6061","low","low",525,375,"no","L27","no",2,1.93001591334181
170672,"6063","med","med",450,325,"no","Argon-Industries","no",5,2.1090266702162
170673,"6061","high","med",475,450,"uncertain","Argon-Industries","no",2,2.26176768635665
170674,"7075-T6","low","high",525,350,"no","MasterAlloys","yes",2,1.85927459488582
170675,"6063","high","low",525,475,"no","Argon-Industries","no",4,1.80161478576795
170676,"7075-T6","med","med",600,400,"no","Argon-Industries","no",1,2.07474768203946
170677,"7068","low","low",550,425,"no","L27","no",2,1.78395042682044
170678,"2224","high","low",600,475,"uncertain","Argon-Industries","no",4,1.93104844974858
170679,"6063","med","high",425,400,"no","L27","no",2,1.86818839058491
170680,"6063","med","high",500,500,"no","Argon-Industries","no",3,1.97696696139272
170681,"5052","high","low",500,425,"no","MasterAlloys","no",4,2.11604348278891
170682,"2224","high","med",450,350,"no","Argon-Industries","no",3,1.97021421074288
170683,"7068","high","high",400,325,"yes","MasterAlloys","no",2,1.90673161021424
170684,"6061","low","high",575,325,"no","Argon-Industries","no",5,2.01459514097953
170685,"2024-X","low","low",475,350,"no","Argon-Industries","no",5,1.87223603839735
170686,"2024-X","med","med",450,325,"no","Argon-Industries","no",2,1.98799371716774
170687,"2024-X","high","low",475,325,"no","MasterAlloys","no",2,1.68363054345172
170688,"7055","low","low",500,500,"no","Argon-Industries","no",1,1.70554294703676
170689,"2024-T3","high","low",525,350,"uncertain","Argon-Industries","no",5,1.80364099643
170690,"2224","med","low",500,500,"no","Argon-Industries","no",2,1.97935860791244
170691,"2024-X","high","low",475,350,"uncertain","Argon-Industries","no",2,2.09944285988444
170692,"2324","high","med",600,300,"uncertain","L27","no",5,1.66557362312491
170693,"6063","med","high",600,400,"no","Argon-Industries","no",2,1.9873809609898
170694,"6063","med","high",400,450,"no","Argon-Industries","no",5,1.94183426226322
170695,"2324","high","high",525,350,"no","Argon-Industries","no",4,2.03966756714741
170696,"7055","low","high",450,350,"no","Argon-Industries","no",2,1.95212517600288
170697,"2024-X","high","high",525,300,"uncertain","L27","no",4,1.85663823181051
170698,"5052","high","low",550,300,"no","L27","no",5,1.98025266824213
170699,"2024-T3","high","high",450,475,"no","Argon-Industries","no",4,1.79286873783613
170700,"7068","low","med",550,300,"no","L27","no",5,1.91752765595807
170701,"6061","high","high",425,350,"no","MasterAlloys","no",2,2.10828146412519
170702,"2324","med","med",475,425,"yes","MasterAlloys","no",2,1.60238992556041
170703,"6061","low","med",400,350,"no","Argon-Industries","no",5,1.88688693446073
170704,"2024-X","med","low",400,350,"no","L27","no",5,1.99654165787524
170705,"2024-T3","med","low",525,350,"uncertain","Argon-Industries","no",2,1.83459260367729
170706,"5052","high","low",400,300,"no","L27","yes",5,2.03260021594479
170707,"2024-X","high","med",575,400,"no","Argon-Industries","yes",2,2.11857359993465
170708,"7068","high","low",600,425,"no","MasterAlloys","no",2,1.81319470321426
170709,"7475","high","low",575,400,"no","MasterAlloys","no",5,1.60323708295243
170710,"6063","med","low",525,325,"no","L27","no",4,2.08715513610696
170711,"7475","med","low",400,500,"no","L27","no",5,2.01165394527267
170712,"7055","high","low",475,350,"no","Argon-Industries","no",2,1.86856355803015
170713,"7475","low","low",400,500,"uncertain","L27","no",2,2.09247570111628
170714,"7075-T6","high","low",475,300,"no","L27","no",5,1.92927501825534
170715,"2324","med","med",600,400,"yes","MasterAlloys","no",5,1.81959561789262
170716,"7055","med","high",425,425,"yes","Argon-Industries","no",5,1.9587929771481
170717,"7055","low","high",575,350,"uncertain","MasterAlloys","no",5,2.06889632506017
170718,"7475","med","high",575,400,"no","MasterAlloys","no",1,1.63402356258736
170719,"7475","high","med",475,450,"yes","Argon-Industries","no",2,1.91298558447862
170720,"7075-T6","high","low",400,375,"yes","Argon-Industries","no",2,2.03361454779625
170721,"2224","high","low",475,375,"no","L27","no",5,1.84035375154534
170722,"2224","low","med",400,350,"uncertain","Argon-Industries","no",5,1.90086064389114
170723,"2024-X","high","low",575,400,"no","L27","no",4,1.91408234948507
170724,"2224","low","low",575,450,"no","Argon-Industries","no",1,1.86467519620486
170725,"2024-X","low","med",475,350,"no","Argon-Industries","no",5,1.97254057308401
170726,"6063","low","high",500,425,"no","Argon-Industries","no",5,1.93118125610212
170727,"7475","low","low",400,425,"no","Argon-Industries","no",4,1.9621063681693
170728,"7075-T6","high","high",550,300,"yes","Argon-Industries","no",2,1.74508144907634
170729,"2224","med","high",500,475,"no","MasterAlloys","yes",2,1.59244665953296
170730,"2024-T3","high","low",525,500,"no","Argon-Industries","no",2,1.84960422719877
170731,"2024-X","med","high",600,375,"no","L27","no",5,1.97086619429001
170732,"2024-T3","high","med",400,450,"no","L27","no",4,2.19476209855511
170733,"2024-X","med","low",600,425,"yes","Argon-Industries","no",5,1.95160398624477
170734,"7055","low","low",500,325,"yes","Argon-Industries","no",5,1.9927068457237
170735,"7075-T6","high","high",575,450,"no","Argon-Industries","no",5,1.81722956203572
170736,"6063","low","low",475,300,"no","Argon-Industries","no",2,1.89936218396992
170737,"7075-T6","high","low",450,300,"no","Argon-Industries","no",5,2.05955045652294
170738,"2324","med","low",600,300,"no","L27","no",2,1.82540029008741
170739,"7055","high","low",425,500,"yes","Argon-Industries","no",4,1.91858870483203
170740,"6061","high","high",425,500,"uncertain","L27","no",2,2.14174797624122
170741,"6061","high","low",600,450,"no","Argon-Industries","no",4,2.19985419417727
170742,"2024-T3","med","high",400,500,"no","Argon-Industries","no",2,1.77400271462607
170743,"5052","low","low",525,300,"no","Argon-Industries","no",2,2.00400114189106
170744,"7068","low","med",575,400,"no","L27","no",2,1.83779080851222
170745,"6063","low","low",550,425,"no","Argon-Industries","no",4,2.04886463511368
170746,"2324","high","low",425,300,"yes","L27","no",5,1.77619972774027
170747,"6061","low","low",500,400,"no","MasterAlloys","no",2,2.11835739522559
170748,"7475","med","high",400,325,"no","L27","no",4,2.06774986356041
170749,"7075-T6","high","high",575,450,"no","L27","no",2,2.09676698180527
170750,"7055","low","low",575,500,"uncertain","Argon-Industries","no",5,1.8352073990381
170751,"7475","med","low",475,475,"no","MasterAlloys","no",2,1.79452570450092
170752,"2024-T3","low","low",500,425,"yes","L27","no",5,1.70651634400076
170753,"7075-T6","low","high",475,325,"no","Argon-Industries","no",5,1.93746143232794
170754,"5052","med","high",600,375,"no","Argon-Industries","no",2,2.08023479147404
170755,"6061","med","med",425,375,"yes","Argon-Industries","no",5,2.07519982286286
170756,"2224","low","med",500,450,"no","MasterAlloys","no",2,1.99172672809625
170757,"2324","med","high",575,500,"no","MasterAlloys","no",1,1.80932026717344
170758,"7475","high","high",575,350,"no","Argon-Industries","no",2,1.84551684821572
170759,"6063","high","high",500,375,"no","Argon-Industries","yes",2,1.9765640755659
170760,"2324","high","low",475,350,"no","L27","no",4,1.93445946628391
170761,"2224","med","high",525,325,"no","L27","no",1,1.87653905740313
170762,"7475","high","high",450,300,"uncertain","Argon-Industries","no",2,1.74768413774254
170763,"2224","high","high",525,375,"no","Argon-Industries","no",4,1.72161047384227
170764,"7055","high","low",600,475,"yes","Argon-Industries","no",5,2.07444355176052
170765,"6061","high","low",425,325,"no","L27","no",2,1.61579021007421
170766,"2224","high","med",500,300,"no","Argon-Industries","no",2,1.79709352634448
170767,"7475","med","high",525,450,"no","L27","no",5,2.04420192039246
170768,"2324","high","high",425,500,"no","MasterAlloys","no",2,1.8379659524818
