"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx","y_passXtremeDurability"
17445,"6061","high","low",575,475,"no","Argon-Industries","no",5,2.0547228560081,0
17446,"7055","high","med",550,475,"yes","Argon-Industries","no",2,2.01256384966872,0
17447,"2024-X","high","low",400,475,"no","Argon-Industries","no",3,2.23378673934197,1
17448,"2024-X","high","med",500,450,"no","Argon-Industries","no",5,1.87774826400275,0
17449,"6061","high","high",575,500,"yes","Argon-Industries","no",2,2.07800986627244,0
17450,"5052","high","low",475,350,"no","Argon-Industries","no",5,2.11268988710725,0
17451,"7075-T6","high","low",425,300,"no","Argon-Industries","no",5,1.9267502272383,0
17452,"7068","low","high",475,300,"uncertain","Argon-Industries","no",2,1.80597616867447,0
17453,"2224","med","med",525,450,"no","L27","no",3,1.85186485332893,1
17454,"7055","high","med",400,375,"no","MasterAlloys","no",4,1.9332248724077,0
17455,"7475","high","low",450,300,"yes","L27","no",2,1.91724868233779,1
17456,"2024-X","low","high",550,500,"yes","Argon-Industries","no",2,1.6143915314862,1
17457,"5052","med","low",550,325,"uncertain","L27","no",2,2.08486873730947,1
17458,"2324","med","high",600,475,"no","MasterAlloys","no",2,2.02737521544091,0
17459,"5052","med","low",400,500,"no","L27","no",2,1.97071108325638,0
17460,"6063","med","low",400,300,"no","L27","no",2,1.82449297038367,0
17461,"6063","high","med",550,425,"no","Argon-Industries","no",2,1.88176341906808,1
17462,"7475","med","med",500,450,"no","Argon-Industries","no",4,1.9531672648304,0
17463,"2324","low","low",450,375,"no","Argon-Industries","no",4,1.88491626245526,1
17464,"7068","high","high",475,475,"no","Argon-Industries","no",4,1.9387563876391,1
17465,"2024-X","high","low",425,325,"no","Argon-Industries","no",5,1.69049742243245,0
17466,"6063","high","low",575,425,"no","MasterAlloys","no",2,1.99236973510596,1
17467,"7055","high","high",550,425,"no","Argon-Industries","no",2,1.73700417146113,1
17468,"2024-T3","med","med",550,450,"no","L27","no",2,1.90657293040403,1
17469,"2024-T3","high","high",600,425,"no","Argon-Industries","no",2,2.16224444033109,1
17470,"7475","med","low",475,350,"no","Argon-Industries","no",5,1.994877101751,0
17471,"2324","low","low",525,300,"no","Argon-Industries","no",5,1.82757043007543,1
17472,"6061","med","low",600,325,"no","Argon-Industries","no",2,1.65030012505368,1
17473,"6063","high","med",525,325,"no","Argon-Industries","no",2,2.05761049779719,0
17474,"2024-X","high","high",475,375,"no","Argon-Industries","no",2,1.92765008334091,1
17475,"6063","low","high",450,450,"no","Argon-Industries","no",2,2.15833142024292,1
17476,"6061","med","low",525,450,"no","L27","no",5,2.04174432286338,0
17477,"2224","high","low",550,425,"yes","Argon-Industries","no",5,1.93993812700658,0
17478,"5052","med","med",600,325,"no","L27","no",5,1.6873221219562,1
17479,"2024-T3","high","low",425,350,"uncertain","Argon-Industries","yes",2,1.88462885893586,1
17480,"5052","high","low",575,350,"no","MasterAlloys","no",5,2.05859268746788,1
17481,"2024-T3","high","high",575,425,"yes","L27","no",5,2.02371532466862,0
17482,"6063","high","med",550,325,"no","Argon-Industries","no",4,2.10609450747188,0
17483,"5052","high","high",450,500,"no","Argon-Industries","no",5,1.86781604529662,0
17484,"7475","high","high",425,425,"uncertain","Argon-Industries","yes",3,1.64932608115475,0
17485,"6061","high","med",550,325,"uncertain","Argon-Industries","no",1,1.85947564365205,1
17486,"5052","high","low",500,400,"uncertain","L27","no",2,1.84207968395494,1
17487,"6061","low","low",450,350,"no","MasterAlloys","no",2,2.00442500270624,1
17488,"7475","high","med",600,300,"yes","MasterAlloys","no",4,1.8878019015827,0
17489,"2024-T3","low","low",450,300,"no","Argon-Industries","no",5,1.71720027961863,0
17490,"2324","med","high",400,350,"yes","Argon-Industries","no",5,1.7904520420459,0
17491,"7068","med","med",450,325,"no","Argon-Industries","no",3,2.03906447543987,0
17492,"7075-T6","high","high",600,450,"yes","Argon-Industries","no",2,2.00343630077277,1
17493,"6063","med","med",575,475,"no","L27","no",2,2.14333170718118,1
17494,"7075-T6","low","high",550,300,"yes","Argon-Industries","no",2,1.82191567653042,0
17495,"7055","high","med",400,425,"no","MasterAlloys","no",2,1.92934831814733,0
17496,"7075-T6","low","high",425,375,"no","L27","no",2,2.15044391814524,0
17497,"2024-T3","low","low",400,350,"no","Argon-Industries","no",4,1.87877595048092,0
17498,"2224","high","low",475,425,"yes","L27","no",2,1.95095393924197,1
17499,"7055","low","low",500,300,"yes","Argon-Industries","no",5,1.65175290625614,0
17500,"7055","high","low",450,475,"no","Argon-Industries","no",2,1.86946395120567,0
17501,"2224","med","high",600,350,"no","Argon-Industries","no",2,1.88034891223404,1
17502,"2324","high","low",575,300,"no","L27","no",3,1.84429975520974,1
17503,"7068","high","high",450,425,"no","Argon-Industries","no",5,1.92791921375698,0
17504,"6061","high","low",575,400,"no","Argon-Industries","no",5,1.86599690010594,0
17505,"7068","high","med",600,400,"no","Argon-Industries","no",2,2.00175388449236,0
17506,"6061","low","low",600,500,"no","L27","no",2,2.07275685617687,0
17507,"7075-T6","low","high",425,325,"no","L27","no",5,1.67405221613952,0
17508,"2024-X","low","low",500,500,"no","Argon-Industries","no",5,1.73741759032896,1
17509,"7075-T6","high","low",575,300,"yes","Argon-Industries","no",4,1.71404502889488,0
17510,"7068","low","med",500,425,"no","L27","no",2,2.03895061024567,1
17511,"2024-T3","med","high",450,375,"no","MasterAlloys","no",5,1.87904809051056,0
17512,"2224","low","high",575,375,"no","Argon-Industries","no",5,1.84549441214753,0
17513,"6061","low","low",400,300,"yes","L27","no",2,1.9552204710798,0
17514,"2324","med","low",525,475,"no","Argon-Industries","no",2,1.79951223846092,1
17515,"7475","med","low",575,450,"yes","Argon-Industries","no",2,1.78360816038397,1
17516,"7475","high","high",475,325,"yes","L27","no",2,2.00719370137333,0
17517,"7075-T6","high","high",550,375,"no","Argon-Industries","no",2,2.00454385652844,1
17518,"7075-T6","high","low",525,450,"no","Argon-Industries","no",5,1.78890938556939,0
17519,"6063","med","med",425,400,"no","Argon-Industries","no",2,1.99604712693288,1
17520,"5052","low","high",425,300,"yes","Argon-Industries","no",4,2.0617970637516,0
17521,"2224","high","low",425,400,"no","L27","no",2,1.97883096780499,0
17522,"2224","med","med",600,475,"no","MasterAlloys","no",5,2.11447868657005,0
17523,"7068","high","high",600,425,"no","Argon-Industries","no",2,1.92814005301773,1
17524,"7075-T6","low","low",600,325,"yes","MasterAlloys","no",5,2.18017961464784,0
17525,"2024-X","low","low",450,450,"no","Argon-Industries","no",2,1.93610776120196,0
17526,"7068","low","med",550,400,"uncertain","Argon-Industries","yes",2,2.1052356867314,1
17527,"6063","med","high",500,500,"yes","MasterAlloys","no",5,1.83124050544946,0
17528,"2224","low","high",525,500,"no","MasterAlloys","no",5,2.16673750268915,0
17529,"2024-X","low","low",575,450,"no","L27","no",4,2.18657027073002,1
17530,"2024-T3","high","low",575,350,"uncertain","L27","no",2,1.98835064320922,1
17531,"2024-X","low","high",400,325,"yes","Argon-Industries","no",5,2.07444965124674,0
17532,"2224","high","med",400,375,"no","Argon-Industries","no",2,1.89372977872828,0
17533,"7055","high","low",600,375,"no","MasterAlloys","no",2,2.06423455417771,1
17534,"7075-T6","low","low",600,300,"no","MasterAlloys","no",5,1.89582841469714,0
17535,"7475","high","low",450,350,"uncertain","L27","no",5,1.98091023508417,0
17536,"2324","high","med",525,375,"no","MasterAlloys","no",5,1.99540555647941,0
17537,"6061","high","low",475,300,"uncertain","Argon-Industries","no",2,2.07892393051298,0
17538,"7068","high","low",525,300,"uncertain","MasterAlloys","no",2,2.14702547590282,1
17539,"2224","high","high",550,400,"no","Argon-Industries","no",2,2.01673050119708,1
17540,"7475","high","high",475,500,"no","Argon-Industries","no",2,2.00404611483563,1
17541,"2024-T3","med","high",400,425,"no","MasterAlloys","no",2,1.90934813638187,1
17542,"7475","high","low",550,500,"no","Argon-Industries","no",2,1.94123184442284,1
17543,"7075-T6","med","low",500,325,"no","MasterAlloys","no",1,1.69801127539483,1
17544,"7055","med","low",600,300,"no","Argon-Industries","no",2,1.7276164503564,1
17545,"2024-X","med","high",500,500,"yes","L27","no",2,1.86718339461006,1
17546,"5052","low","low",400,375,"no","MasterAlloys","no",5,1.71648772381536,0
17547,"7068","high","low",475,475,"no","L27","no",2,1.58254328006038,1
17548,"2224","high","med",575,500,"yes","Argon-Industries","no",4,1.97230851113347,0
17549,"7475","low","low",575,450,"no","Argon-Industries","no",1,1.65165361919881,1
17550,"5052","med","high",475,350,"no","L27","no",5,1.7250534253971,0
17551,"7475","high","low",600,375,"no","L27","no",5,1.82357191825182,0
17552,"2224","med","high",400,375,"no","Argon-Industries","no",5,1.96301146412397,0
17553,"2324","high","high",475,500,"no","Argon-Industries","no",5,1.73646425400892,0
17554,"7075-T6","med","high",400,475,"no","L27","no",5,1.83202848281838,0
17555,"7075-T6","high","med",575,425,"yes","L27","no",2,2.0516109336471,1
17556,"6061","high","low",475,325,"no","Argon-Industries","no",2,1.9460873684517,1
17557,"6063","high","med",425,450,"no","L27","no",5,2.08217710735655,0
17558,"2024-T3","low","low",475,425,"no","Argon-Industries","no",2,2.04376334920631,1
17559,"2324","low","high",575,325,"no","L27","no",5,2.02501077197438,1
17560,"7475","med","low",525,475,"no","MasterAlloys","no",5,1.91261270423914,0
17561,"6061","low","low",425,500,"no","Argon-Industries","no",2,1.88020897200281,0
17562,"6063","high","low",575,375,"no","MasterAlloys","no",2,2.01812303109902,1
17563,"7068","low","low",425,450,"no","MasterAlloys","no",2,2.11423505395398,0
17564,"2324","high","high",425,425,"no","L27","no",2,2.05735984439563,1
17565,"7075-T6","high","low",550,300,"no","L27","no",5,1.89747509853858,0
17566,"2324","high","high",550,300,"no","Argon-Industries","no",2,2.00613455744956,0
17567,"2324","med","high",400,325,"no","L27","no",5,1.94709647105027,0
17568,"7075-T6","low","high",575,450,"no","L27","no",3,1.96543204920279,1
17569,"6063","low","low",425,475,"no","Argon-Industries","yes",2,1.73468330571279,0
17570,"7075-T6","med","low",400,325,"yes","L27","no",5,2.01486677676792,0
17571,"7475","low","high",425,500,"uncertain","Argon-Industries","no",5,1.76993867594154,0
17572,"7475","low","low",575,425,"no","L27","no",2,1.6931035279746,1
17573,"2324","high","high",525,375,"no","MasterAlloys","no",5,1.8549279932982,0
17574,"7075-T6","med","low",575,300,"no","L27","no",2,1.88923314031589,1
17575,"2324","high","med",575,375,"no","Argon-Industries","no",2,1.88583749600875,1
17576,"6063","low","med",525,475,"no","L27","no",2,2.05752841399514,1
17577,"2024-X","high","med",425,350,"no","MasterAlloys","no",2,2.07424278866011,0
17578,"2024-X","low","low",550,475,"no","Argon-Industries","no",2,1.96035919819951,1
17579,"2024-T3","med","med",425,475,"uncertain","Argon-Industries","no",5,2.12889942902264,0
17580,"7475","med","low",550,400,"yes","Argon-Industries","yes",2,1.90346978043505,0
17581,"2024-T3","high","high",600,425,"no","Argon-Industries","no",4,1.74805146805527,1
17582,"7055","low","med",475,350,"uncertain","MasterAlloys","no",5,2.03439677259765,0
17583,"2024-X","low","high",525,350,"no","L27","no",2,2.00596315360842,1
17584,"2024-T3","low","low",575,350,"no","L27","no",5,1.90425399945341,1
17585,"5052","high","low",550,300,"no","Argon-Industries","no",2,2.04982648977975,1
17586,"2224","med","low",475,450,"no","MasterAlloys","no",1,2.12308460270234,1
17587,"2324","med","low",425,400,"no","Argon-Industries","no",3,1.74826702152538,0
17588,"7068","med","med",450,325,"no","L27","no",5,2.09811640418075,0
17589,"7055","low","med",575,350,"uncertain","Argon-Industries","no",4,1.60456702365157,0
17590,"6061","high","low",550,475,"no","MasterAlloys","yes",5,2.03454020637115,0
17591,"2324","high","low",525,325,"no","Argon-Industries","no",2,2.1843085982949,1
17592,"6061","high","med",475,425,"no","L27","no",1,1.7207914657024,1
17593,"2024-X","med","low",550,325,"uncertain","Argon-Industries","no",5,1.8379517060602,0
17594,"2224","high","low",600,300,"no","Argon-Industries","no",2,1.92081533978545,0
17595,"2324","med","high",500,350,"no","MasterAlloys","no",4,1.79053166509086,0
17596,"7055","low","low",475,450,"no","MasterAlloys","no",3,2.08517602010502,1
17597,"7075-T6","med","med",550,400,"uncertain","Argon-Industries","no",5,2.0799774172045,0
17598,"2324","high","low",450,350,"uncertain","MasterAlloys","no",5,1.85275119999887,0
17599,"2024-T3","high","low",550,300,"no","Argon-Industries","no",4,1.92983881668074,1
17600,"7055","med","med",475,450,"yes","Argon-Industries","no",5,1.93201593803244,0
17601,"5052","high","med",575,425,"no","Argon-Industries","no",2,1.67805209180763,1
17602,"7068","med","low",475,425,"no","Argon-Industries","no",5,1.90345476477362,0
17603,"7055","low","low",450,350,"no","L27","no",2,1.37936272891765,1
17604,"2024-X","high","high",500,450,"no","Argon-Industries","no",5,1.85470286257087,0
17605,"2324","high","med",600,400,"no","Argon-Industries","no",1,2.04248069425823,0
17606,"7068","high","med",475,450,"no","L27","no",2,1.88038788139539,1
17607,"7068","high","low",400,400,"no","Argon-Industries","no",5,1.99878551674271,0
17608,"6063","low","low",475,500,"yes","L27","no",5,1.88591559048009,0
17609,"7068","low","low",425,425,"no","L27","yes",2,1.8842595635078,1
17610,"7068","high","low",425,375,"uncertain","Argon-Industries","no",2,1.78081443991401,1
17611,"2024-T3","high","high",600,325,"no","MasterAlloys","no",2,1.71959314604785,1
17612,"7475","med","low",575,300,"uncertain","MasterAlloys","yes",2,2.0485425894809,0
17613,"7475","high","low",500,475,"no","Argon-Industries","no",2,1.60693224479477,1
17614,"2324","high","high",475,325,"no","Argon-Industries","no",5,1.98145489799136,0
17615,"6063","low","high",600,375,"no","MasterAlloys","no",2,1.91939749195343,1
17616,"2224","high","high",575,325,"no","Argon-Industries","no",5,1.83737374605758,0
17617,"6063","high","med",550,425,"no","L27","no",2,1.93027581706293,1
17618,"2024-T3","med","high",475,350,"no","Argon-Industries","no",2,1.95833018224425,1
17619,"7475","high","high",525,300,"no","Argon-Industries","no",4,1.96323194629293,0
17620,"7055","med","med",450,475,"no","L27","no",2,2.05585860538747,1
17621,"2024-X","high","low",450,500,"no","Argon-Industries","no",1,1.98949571728018,0
17622,"2224","high","low",550,325,"no","L27","no",4,1.91098135957876,1
17623,"7055","med","med",425,500,"yes","Argon-Industries","no",5,1.79279952494758,0
17624,"5052","med","low",600,325,"no","Argon-Industries","no",5,1.9364998793926,0
17625,"2324","low","low",550,425,"no","Argon-Industries","no",2,1.94960661783314,1
17626,"6061","high","low",600,300,"no","Argon-Industries","no",2,2.12461392182314,0
17627,"6061","high","high",550,350,"no","Argon-Industries","no",4,1.95007220447058,0
17628,"7068","med","low",600,325,"no","MasterAlloys","no",2,2.16549011807887,1
17629,"6063","low","low",575,425,"no","MasterAlloys","no",5,1.83840521461191,0
17630,"6061","low","low",425,425,"no","Argon-Industries","no",2,2.13566355002315,0
17631,"7475","low","low",475,500,"no","Argon-Industries","no",4,1.67137709269037,0
17632,"7075-T6","high","high",400,475,"no","MasterAlloys","no",2,2.17708977497108,1
17633,"7055","high","med",400,400,"yes","MasterAlloys","no",2,2.22819055302006,0
17634,"2024-X","high","low",575,325,"no","Argon-Industries","no",5,1.99912713075294,1
17635,"7068","med","low",550,475,"no","L27","no",5,1.91976070305707,1
17636,"2224","high","low",400,500,"no","Argon-Industries","no",4,2.03126729831508,0
17637,"6061","med","low",500,400,"no","Argon-Industries","no",1,1.6040138092507,1
17638,"6063","high","high",600,425,"no","Argon-Industries","no",3,2.03449983379471,0
17639,"2024-T3","med","low",400,500,"no","L27","yes",3,1.85604399727851,1
17640,"7075-T6","med","low",575,375,"uncertain","MasterAlloys","no",4,2.15604716806176,0
17641,"5052","low","low",400,500,"no","L27","no",2,2.19290781383716,0
17642,"2224","med","high",475,300,"uncertain","Argon-Industries","no",5,2.07805426809188,0
17643,"7068","high","high",600,475,"no","MasterAlloys","no",2,1.76912783643474,0
17644,"7475","high","low",575,400,"yes","L27","no",2,1.98662718066201,1
17645,"7075-T6","med","high",500,425,"no","Argon-Industries","no",5,2.02755860122563,0
17646,"2324","low","med",425,400,"no","Argon-Industries","no",2,1.50394425960658,0
17647,"7068","high","low",525,375,"no","L27","no",2,1.68888008901883,1
17648,"2024-T3","low","med",600,450,"yes","MasterAlloys","no",5,1.79361423118512,0
17649,"7068","med","med",425,500,"no","L27","no",4,1.81019457538768,0
17650,"7075-T6","high","med",525,500,"no","Argon-Industries","no",2,1.60618198067284,0
17651,"5052","high","high",550,300,"no","MasterAlloys","no",5,1.68875384020651,0
17652,"6061","med","med",550,300,"no","Argon-Industries","no",5,1.9941987738988,0
17653,"6063","low","high",475,400,"no","L27","no",2,1.81708199836267,0
17654,"2324","med","med",600,400,"no","MasterAlloys","no",2,1.76115196421834,1
